"sex","sex_4_TEXT","relStat","dateAffectionate1","dateAffectionate2","dateAmbition1","dateAmbition2","dateArtistic1","dateArtistic2","dateDisposition1","dateDisposition2","dateFamily1","dateFamily2","dateHealth1","dateHealth2","dateHumor1","dateHumor2","dateIntelligent1","dateIntelligent2","dateKind1","dateKind2","dateParenting1","dateParenting2","datePhysatt1","datePhysatt2","dateReligious1","dateReligious2","dateResources1","dateResources2","dateSexy1","dateSexy2","dateStatus1","dateStatus2","selfAffectionate1","selfAffectionate2","selfAmbition1","selfAmbition2","selfArtistic1","selfArtistic2","selfDisposition1","selfDisposition2","selfFamily1","selfFamily2","selfHealth1","selfHealth2","selfHumor1","selfHumor2","selfIntelligent1","selfIntelligent2","selfKind1","selfKind2","selfParenting1","selfParenting2","selfPhysatt1","selfPhysatt2","selfReligious1","selfReligious2","selfResources1","selfResources2","selfSexy1","selfSexy2","selfStatus1","selfStatus2","idealAffection1","idealAffection2","idealAmbition1","idealAmbition2","idealArtistic1","idealArtistic2","idealDisposition1","idealDisposition2","idealFamily1","idealFamily2","idealHealth1","idealHealth2","idealHumor1","idealHumor2","idealIntelligent1","idealIntelligent2","idealKind1","idealKind2","idealParenting1","idealParenting2","idealPhysatt1","idealPhysatt2","idealReligious1","idealReligious2","idealResources1","idealResources2","idealSexy1","idealSexy2","idealStatus1","idealStatus2","ltAttraction","stAttraction","dateInterest","ltAttractionDate","stAttractionDate","dateInterestDate","contactExchange","prevContactExchange","prevContactExchange_1_TEXT","noExchange.","prevKnown","prevKnown_7_TEXT","similarity2.","similarity1","cardUse","openEndedEval","c","p","quarter","PIN","mPIN","dateAffectionateComp","dateAmbitionComp","dateArtisticComp","dateDispositionComp","dateFamilyComp","dateHealthComp","dateHumorComp","dateIntelligentComp","dateKindComp","dateParentingComp","datePhysattComp","dateReligiousComp","dateResourcesComp","dateSexyComp","dateStatusComp","selfAffectionateComp","selfAmbitionComp","selfArtisticComp","selfDispositionComp","selfFamilyComp","selfHealthComp","selfHumorComp","selfIntelligentComp","selfKindComp","selfParentingComp","selfPhysattComp","selfReligiousComp","selfResourcesComp","selfSexyComp","selfStatusComp","idealAffectionComp","idealAmbitionComp","idealArtisticComp","idealDispositionComp","idealFamilyComp","idealHealthComp","idealHumorComp","idealIntelligentComp","idealKindComp","idealParentingComp","idealPhysattComp","idealReligiousComp","idealResourcesComp","idealSexyComp","idealStatusComp","mateAffectionateComp","mateAmbitionComp","mateArtisticComp","mateDispositionComp","mateFamilyComp","mateHealthComp","mateHumorComp","mateIntelligentComp","mateKindComp","mateParentingComp","matePhysattComp","mateReligiousComp","mateResourcesComp","mateSexyComp","mateStatusComp"
0,"",0,3,5,5,5,6,6,5,6,7,7,6,6,4,3,5,3,5,6,7,5,5,5,0,0,6,6,5,5,6,6,6,6,7,6,7,7,6,6,7,6,6,6,6,7,6,6,6,7,7,7,6,6,6,6,6,6,5,6,6,6,6,6,7,7,5,5,6,6,5,5,7,7,6,7,6,7,7,7,6,6,6,6,6,5,7,6,5,5,5,5,1,1,1,3,2,1,0,2,"","I feel like we didn't really click and he didn't match my energy when answering questions. He also isn't really my type and seemed to uptight.","1","",3,5,6,"I mostly drove the conversation in the date, but towards the end he started expanding on the questions like I previously had been. We seemed like we had a lot of similar values but his personality didn't match mine. It wasn't awkward and the conversation flowed okay. The date was very average and I don't think there was anything special.","s","f24612688_f24723820","winter","f24612688","f24723820",4,5,6,5.5,7,6,3.5,4,5.5,6,5,0,6,5,6,6,6.5,7,6,6.5,6,6.5,6,6.5,7,6,6,6,5.5,6,6,7,5,6,5,7,6.5,6.5,7,6,6,5.5,6.5,5,5,5,10,5,9,10,7.5,10,6,6.5,5,5.5,1,5,5,6.5
0,"",0,7,5,7,8,5,5,8,8,5,8,5,5,7,5,5,7,6,6,5,6,6,5,5,5,7,7,5,5,6,7,7,6,7,7,3,3,7,6,5,5,7,8,8,7,7,7,7,7,4,5,8,8,3,2,7,8,7,7,7,7,8,6,7,8,5,5,7,7,5,6,7,8,8,8,8,8,7,7,5,5,7,8,3,3,8,8,7,7,7,8,2,2,3,3,3,3,0,2,"","I enjoyed talking with him, i'm not very big on sharing my information.","1","",5,5,1,"It was a lot of fun, he seemed really nice, and the conversation seemed to flow pretty naturally.","r","f24600471_f24734101","winter","f24600471","f24734101",6,7.5,5,8,6.5,5,6,6,6,5.5,5.5,5,7,5,6.5,6.5,7,3,6.5,5,7.5,7.5,7,7,4.5,8,2.5,7.5,7,7,7,7.5,5,7,5.5,7.5,8,8,7,5,7.5,3,8,7,7.5,7,6,6,10,10,10,7,9,9,8.5,7.5,2,8,5,8
1,"",0,6,5,8,7,9,6,9,8,9,9,8,9,8,8,8,9,7,8,5,7,8,8,4,4,9,9,5,5,7,7,6,6,7,6,4,6,9,9,10,10,8,8,7,7,8,7,8,9,8,7,7,7,2,2,8,8,4,4,6,6,7,7,6,7,5,6,9,9,9,9,7,8,9,8,8,8,8,10,8,7,9,7,3,4,7,7,5,5,7,7,6,4,5,5,3,4,1,2,"","","1","",6,6,1,"I really enjoyed this date! It was a lot of fun especially since we were able to connect over our love of travel. We started off with a few conversation-starters until we figured out our shared love of travel. It was a nice type of awkward where you are meeting a person for a first time but not too awkward to the point of not being able to connect. Overall, had a lot of fun going on this blind date!!","r","f24734101_f24600471","winter","f24734101","f24600471",5.5,7.5,7.5,8.5,9,8.5,8,8.5,7.5,6,8,4,9,5,7,6,6.5,5,9,10,8,7,7.5,8.5,7.5,7,2,8,4,6,7,6.5,5.5,9,9,7.5,8.5,8,9,7.5,8,3.5,7,5,7,6.5,6.5,4,7.5,6.5,8.5,7.5,7,8.5,3.5,8,2.5,8,7.5,7
1,"",1,6,6,8,7,4,5,8,7,6,7,5,6,7,6,7,7,8,8,7,9,9,6,4,3,6,6,6,8,7,7,7,6,8,7,4,5,7,8,8,8,6,5,5,7,7,7,7,8,6,6,5,5,6,8,4,9,7,6,7,6,7,6,6,6,5,6,7,8,5,7,5,5,6,7,7,6,7,8,6,7,6,5,6,5,7,7,6,7,7,7,6,5,6,3,3,3,1,2,"","","1","",6,5,4,"","s","f24494329_f24190850","winter","f24494329","f24190850",6,7.5,4.5,7.5,6.5,5.5,6.5,7,8,8,7.5,3.5,6,7,7,6.5,7.5,4.5,7.5,8,5.5,6,7,7.5,6,5,7,6.5,6.5,6.5,6.5,6,5.5,7.5,6,5,6.5,6.5,7.5,6.5,5.5,5.5,7,6.5,7,6.5,7,3,7,9,6.5,7,7,7.5,7.5,7.5,1,5.5,5,6.5
0,"",0,6,6,9,6,4,4,7,7,8,7,6,6,6,6,8,6,7,7,4,5,6,6,6,5,5,9,5,5,6,6,5,6,7,7,3,6,6,7,9,9,6,6,6,7,7,6,8,8,8,8,7,7,1,0,3,7,5,5,6,6,6,6,6,6,6,5,6,6,7,7,6,6,6,6,6,7,6,6,7,6,7,7,3,1,5,6,5,5,6,6,5,3,3,4,4,3,0,2,"","I chose not to exchange contact information just because he's a 1st year and I'm a 3rd year. I would love to get to know him more as a friend. He is super coool.","1","",5,5,6,"It was a really fun date. We had a lot in common and talked a lot about things we cared about which was really nice. He was definitely very young, but overall a really nice person.","s","f24190850_f24494329","winter","f24190850","f24494329",6,7.5,4,7,7.5,6,6,7,7,4.5,6,5.5,7,5,6,5.5,7,4.5,6.5,9,6,6.5,6.5,8,8,7,0.5,5,5,6,6,6,5.5,6,7,6,6,6.5,6,6.5,7,2,5.5,5,6,7,7.5,7,6,7.5,6.5,6.5,6.5,5.5,5,5,6.5,7,6,6.5
0,"",0,7,5,5,5,7,7,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,6,6,5,5,5,7,5,7,7,5,6,5,5,5,5,5,8,5,4,5,6,0,0,3,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,7,7,7,6,7,7,1,1,1,1,1,1,0,2,"","we did not click","1","",1,3,2,"eh","s","f24994013_f24434064","winter","f24994013","f24434064",6,5,7,5,5,5,5,5.5,5,5,5,5,5,5.5,5,5.5,5.5,5,6,7,5.5,5,5,6.5,4.5,5.5,0,4,5,5,7,7,7,7,7,7,7,7,7,7,7,0,7,6.5,7,5.5,7,7,6,6.5,6.5,5.5,7,8,4,5.5,4,4.5,6,6.5
1,"",0,5,5,7,7,5,5,7,6,5,6,7,5,4,4,8,6,6,6,5,5,5,5,5,5,7,7,4,4,6,5,8,8,7,8,7,8,7,7,8,9,7,6,8,8,7,7,6,7,5,7,7,7,8,5,5,8,6,7,7,7,7,8,7,6,7,7,6,6,6,7,7,6,8,8,6,7,6,6,5,6,7,6,5,5,5,6,6,7,7,7,4,3,2,2,2,2,0,2,"","I didn't really feel that we were very compatible. ","1","",3,5,1,"It went okay, she was a very nice person. I just don't forsee a relationship with my date partner. We had a nice conversation, but I also think the time frame was a little bit short. Maybe if I had a little more time it could have helped, but all in all a nice experience.","r","f24147575_f24363334","winter","f24147575","f24363334",5,7,5,6.5,5.5,6,4,7,6,5,5,5,7,4,5.5,8,7.5,7.5,7,8.5,6.5,8,7,6.5,6,7,6.5,6.5,6.5,7,7.5,6.5,7,6,6.5,6.5,8,6.5,6,5.5,6.5,5,5.5,6.5,7,7,7,6,6,5.5,6,5.5,5.5,6,6,6,5,6,4.5,5
1,"",0,6,4,8,7,6,7,8,7,6,5,7,6,5,6,9,8,6,10,5,5,7,6,4,3,7,6,5,5,8,8,7,4,7,7,6,8,6,6,7,6,7,6,4,7,7,7,8,8,5,3,6,5,3,5,4,5,6,6,6,7,6,7,8,7,6,7,7,8,7,8,7,6,8,8,8,7,6,9,5,2,8,6,5,5,8,6,5,6,6,7,5,4,4,3,3,2,1,2,"","","1","",3,4,2,"","s","f24434064_f24994013","winter","f24434064","f24994013",5,7.5,6.5,7.5,5.5,6.5,5.5,8.5,8,5,6.5,3.5,6.5,5,8,5.5,7,7,6,6.5,6.5,5.5,7,8,4,5.5,4,4.5,6,6.5,6.5,7.5,6.5,7.5,7.5,6.5,8,7.5,7.5,3.5,7,5,7,5.5,6.5,6,6,5,7,7,6,3.5,5,6,5,5.5,0,4.5,4,5.5
0,"",0,5,5,8,8,5,5,7,6,6,7,6,6,6,6,8,8,7,7,5,5,5,5,5,5,4,8,5,5,5,5,7,7,7,7,6,6,6,6,6,5,6,6,5,6,5,6,6,6,7,5,6,6,5,5,6,6,5,4,5,5,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,6,7,5,5,6,6,5,5,6,6,4,3,4,4,4,4,1,2,"","","1","",5,3,2,"I thought it was a positive experience overall. I did not feel that it was the worst date I'd ever had but I didn't feel that it was the best one either. I did feel like the cards and the questions on them where a bit strange for a first date. I also felt that it was just a bit dull for me personally as me and my date didn't really have that much in common.","r","f24363334_f24147575","winter","f24363334","f24147575",5,8,5,6.5,6.5,6,6,8,7,5,5,5,6,5,5,7,7,6,6,5.5,6,5.5,5.5,6,6,6,5,6,4.5,5,7,7,7,6.5,7,7,7,7,7,7,6.5,5,6,5,6,8,7.5,7.5,7,8.5,6.5,8,7,6.5,6,7,6.5,6.5,6.5,7
1,"",0,6,5,7,7,5,6,8,7,6,7,7,7,5,6,6,7,5,5,5,5,10,6,5,5,7,10,5,5,5,5,4,7,6,6,7,6,7,6,5,7,7,5,8,6,6,6,7,7,7,4,7,6,5,5,5,7,5,8,7,7,6,8,5,6,5,5,7,9,9,7,9,7,5,7,7,6,6,8,7,7,7,7,5,5,6,6,7,8,5,5,6,6,7,3,2,4,1,2,"","","1","",5,6,1,"The date went great. I had a great time talking to Amelia and I found myself better off just conversing naturally then using the cards.","r","f24361844_f24776242","winter","f24361844","f24776242",5.5,7,5.5,7.5,6.5,7,5.5,6.5,5,5,8,5,8.5,5,5,5.5,6,6.5,6.5,6,6,7,6,7,5.5,6.5,5,6,6.5,7,7,5.5,5,8,8,8,6,6.5,7,7,7,5,6,7.5,5,6,7.5,6.5,7,8.5,7,7,7,8,8,7,2,7.5,6,8
0,"",0,6,6,5,6,5,5,7,8,6,7,5,5,5,5,7,6,7,6,5,5,5,5,5,5,5,6,5,5,5,5,6,6,8,7,6,7,7,7,8,9,7,7,7,7,7,7,8,8,8,8,7,7,2,2,7,8,7,5,8,8,6,6,7,7,5,5,5,7,8,6,7,7,8,8,6,6,7,7,7,7,7,7,2,3,6,5,7,5,7,7,2,2,3,5,5,7,0,2,"","I think he was super sweet and held the conversation really well but I don't think I am attracted to him in that way and couldn't see us going on another date.","1","",2,3,1,"I think the date was nice to hear about someone's life that I would not normally talk to! We found out we are both from the Bay Area and were able to talk about places we both know and areas we should both try. We are also both first years in the shorties dorms so we live very close to each other right now. I think the date overall flowed well and there wasn't a time where there was an awkward silence or anything like that, but I could tell we are very different people in the way we communicate and also I wasn't necessarily attracted to him. I'm not sure but I think from our conversation and him bringing up cool places and things/things we could do together that he would be interested in another date and might want to contact me in the future. Another thing is his hobbies were really cool but we have very different interests and things we like to do while at home and here, not that it is a bad thing just saying we are very different. ","r","f24776242_f24361844","winter","f24776242","f24361844",6,5.5,5,7.5,6.5,5,5,6.5,6.5,5,5,5,5.5,5,5,6,7.5,6.5,7,8.5,7,7,7,8,8,7,2,7.5,6,8,6,7,5,6,7,7,8,6,7,7,7,2.5,5.5,6,7,6,4,4.5,7.5,6.5,5.5,7,7,8,7,6,3,5.5,7.5,5
1,"",0,5,6,8,7,6,5,6,6,7,5,7,7,6,6,8,7,5,7,6,7,8,7,5,5,5,8,5,5,6,6,6,6,5,6,5,5,7,6,7,7,6,6,7,7,6,7,5,6,7,5,6,6,4,4,5,7,6,6,7,7,7,6,6,6,5,6,7,7,6,5,5,6,6,7,6,5,5,5,5,5,7,7,4,4,5,5,6,6,5,5,5,5,6,4,4,4,1,2,"","","1","",3,4,2,"i think it was pretty nice. ","r","f24342054_f24467836","winter","f24342054","f24467836",5.5,7.5,5.5,6,6,7,6,7.5,6,6.5,7.5,5,6.5,5,6,6,5.5,5,6.5,7,6,7,6.5,5.5,6,6,4,6,6,7,6.5,6,5.5,7,5.5,5.5,6.5,5.5,5,5,7,4,5,6,5,6.5,6,5,8,7,6.5,8.5,7,7.5,7,7,4.5,5,5.5,6
0,"",0,6,6,6,6,4,6,5,5,7,6,6,6,6,4,6,6,7,6,7,5,3,5,5,5,6,5,5,5,6,7,7,6,6,6,5,5,8,8,7,7,6,7,9,8,7,7,7,8,7,7,7,7,5,4,5,5,6,5,6,6,7,6,7,6,5,6,7,7,7,5,5,5,8,9,8,7,7,7,6,6,7,7,2,2,5,5,6,6,6,5,1,1,1,3,2,3,0,2,"","He is much older than me and I don't really want to start anything with someone who is 1. graduating in a few months and 2. at different points in our lives. I am still changing and it is only my first year so I don't think we match with our current goals.","1","",2,2,2,"It was kind of awkward, I didn't really know how to talk to someone older than me in this setting. We used the cards a couple of times and they were good for starting conversations but we didn't really build off of them. He was kind and bought my Starbucks, but I didn't feel an emotional connection or the want to have an emotional connection. I feel like I talked a lot during the date and didn't really learn much about him, but also when I didn't talk it was pretty silent and awkward so out of habit I kept talking.","r","f24467836_f24342054","winter","f24467836","f24342054",6,6,5,5,6.5,6,5,6,6.5,6,4,5,5.5,5,6.5,6.5,6,5,8,7,6.5,8.5,7,7.5,7,7,4.5,5,5.5,6,6.5,6.5,5.5,7,6,5,8.5,7.5,7,6,7,2,5,6,5.5,6,5.5,5,6.5,7,6,7,6.5,5.5,6,6,4,6,6,7
0,"",2,3,3,7,7,7,8,6,4,7,6,7,6,7,8,6,5,5,6,5,6,4,3,5,6,7,8,3,5,5,5,6,4,6,5,8,8,8,8,3,4,6,6,7,7,6,6,8,8,4,6,6,7,2,2,7,8,5,0,5,5,7,5,5,6,5,7,8,8,6,6,6,6,8,7,6,6,8,8,5,9,7,6,3,3,7,6,5,3,5,5,1,1,3,3,1,3,1,2,"","","1","",5,3,6,"pretty cool but too short","s","f24809990_f24147575","winter","f24809990","f24147575",3,7,7.5,5,6.5,6.5,7.5,5.5,5.5,5.5,3.5,5.5,7.5,4,5,5,5.5,8,8,3.5,6,7,6,8,5,6.5,2,7.5,2.5,5,6,5.5,6,8,6,6,7.5,6,8,7,6.5,3,6.5,4,5,8,7.5,7.5,7,8.5,6.5,8,7,6.5,6,7,6.5,6.5,6.5,7
1,"",0,3,3,8,6,6,7,6,6,4,3,5,5,5,5,8,8,6,6,5,6,5,5,3,2,5,6,3,3,5,5,8,8,6,7,7,8,7,7,8,9,7,6,8,8,7,7,6,7,5,6,6,7,7,6,5,7,6,7,7,7,7,8,6,6,7,6,7,7,7,6,7,6,8,8,6,6,6,6,5,6,7,6,5,5,5,6,6,7,7,7,4,3,3,4,3,4,0,2,"","She was very nice to talk to, but we don't necessarily align on certain aspects and I don't quite see a relationship amounting from this. ","1","",4,3,6,"I wasn't the hugest fan of the questions on the cards, but it was a pretty positive experience. These dates have been helping me get out of my shell and provided a safe and kind space to get out there, and while I don't really see a future with my date partner, I really appreciate this opportunity! I feel maybe different provided questions could have made the experience perhaps a little less awkward, but I mean there's bound to be some of that from a blind date anyways. But all in all a nice study I was glad to be a part of.","s","f24147575_f24809990","winter","f24147575","f24809990",3,7,6.5,6,3.5,5,5,8,6,5.5,5,2.5,5.5,3,5,8,6.5,7.5,7,8.5,6.5,8,7,6.5,5.5,6.5,6.5,6,6.5,7,7.5,6,6.5,7,6.5,6.5,8,6,6,5.5,6.5,5,5.5,6.5,7,6.5,6,7,9,3.5,5,6.5,6,8.5,6.5,6.5,2.5,6.5,4,5
1,"",0,6,8,7,6,6,6,7,7,6,6,7,7,7,7,8,7,7,8,5,7,8,7,6,6,7,7,7,6,7,7,8,8,7,7,6,6,8,8,8,10,7,7,10,8,6,7,8,8,6,8,6,5,6,5,5,6,6,6,7,8,7,7,7,8,6,5,7,8,9,9,6,5,8,7,6,7,7,8,9,8,6,6,5,5,7,7,6,6,5,5,5,5,7,4,4,5,1,1,"Insta and Number","","1","",5,6,1,"This was a fun test to push myself to be confident in what I am saying. I think the date went well with going with the flow and talking about many topics within the 30ish minutes. I think the best part was getting to know her music taste along side she laughs a lot. The best part was obviously her thinking I was cute as well since I immediately thought she was pretty.","s","f2414182_f24467836","winter","f2414182","f24467836",7,6.5,6,7,6,7,7,7.5,7.5,6,7.5,6,7,6.5,7,8,7,6,8,9,7,9,6.5,8,7,5.5,5.5,5.5,6,7.5,7,7.5,5.5,7.5,9,5.5,7.5,6.5,7.5,8.5,6,5,7,6,5,6.5,6,5,8,7,6.5,8.5,7,7.5,7,7,4.5,5,5.5,6
0,"",0,7,6,7,7,7,7,8,7,7,7,6,6,7,7,7,7,7,7,7,7,6,6,8,8,6,6,5,5,6,7,6,6,7,6,7,6,6,6,9,8,6,7,9,8,6,7,7,7,8,8,5,6,8,7,6,6,6,5,6,6,5,6,7,7,6,6,6,6,7,7,7,7,8,8,7,6,7,7,7,6,6,6,8,7,7,7,6,6,7,6,5,4,5,6,4,7,1,1,"yes, phone number and instagram","","1","",6,6,1,"It was unexpected but went well. I think we had really good conversation and I was lucky to be paired with someone who likes to talk and ask questions. He chose to do this experiment out of spontaneity which is super interesting to think about. Overall this was a fun experience and I thought it was set up well. ","r","f24102355_f2414182","winter","f24102355","f2414182",6.5,7,7,7.5,7,6,7,7,7,7,6,8,6,5,6.5,6,6.5,6.5,6,8.5,6.5,8.5,6.5,7,8,5.5,7.5,6,5.5,6,5.5,7,6,6,7,7,8,6.5,7,6.5,6,7.5,7,6,6.5,8,7,6,8,9,7,9,6.5,8,7,5.5,5.5,5.5,6,7.5
0,"",0,5,5,6,6,5,6,6,6,5,5,5,5,5,5,6,6,6,6,5,5,5,5,1,1,5,5,5,5,5,5,6,5,5,5,6,8,6,7,6,6,5,5,7,7,6,7,6,7,5,5,5,5,1,1,5,5,5,5,5,6,6,5,7,7,5,6,7,7,5,5,6,6,6,8,6,7,8,7,5,5,6,5,1,1,5,5,5,5,6,5,3,3,4,4,4,4,1,2,"","","1","",5,5,2,"It went good, he was nice. ","r","f24827485_f24289238","winter","f24827485","f24289238",5,6,5.5,6,5,5,5,6,6,5,5,1,5,5,5,5.5,5,7,6.5,6,5,7,6.5,6.5,5,5,1,5,5,5.5,5.5,7,5.5,7,5,6,7,6.5,7.5,5,5.5,1,5,5,5.5,7,6,7,6,6,6,7.5,7,7,6.5,6.5,0,5,6,5
1,"",0,5,6,6,6,6,6,7,7,7,7,7,7,6,7,7,7,6,6,8,7,7,7,0,0,7,6,5,5,5,5,7,7,6,6,8,6,6,6,6,6,6,6,8,7,7,7,7,7,7,6,7,6,0,0,5,5,5,7,5,5,7,8,7,6,7,7,7,7,7,6,8,7,7,7,6,6,7,7,7,6,7,6,5,5,6,6,5,6,5,5,5,5,6,3,3,5,1,2,"","","1","",5,6,4,"The date went rather well Id say. We found out we live in the same dorm. We got along fine Id say. Overall I think the date went well.","r","f24289238_f24827485","winter","f24289238","f24827485",5.5,6,6,7,7,7,6.5,7,6,7.5,7,0,6.5,5,5,7,6,7,6,6,6,7.5,7,7,6.5,6.5,0,5,6,5,7.5,6.5,7,7,6.5,7.5,7,6,7,6.5,6.5,5,6,5.5,5,6,5.5,7,6,6,5.5,7,6.5,6.5,5.5,5,2,5,5,6
0,"",0,5,5,6,7,6,7,7,7,5,5,6,7,6,7,8,7,7,8,5,5,6,5,5,6,5,5,5,5,7,7,6,5,6,6,5,5,6,5,8,9,8,9,7,6,5,5,6,6,6,6,7,7,1,0,5,5,5,5,6,5,7,5,5,6,5,5,6,5,9,6,8,8,7,7,5,5,6,7,5,5,7,7,1,1,5,5,5,5,5,6,4,1,4,4,1,4,1,2,"","","1","",5,6,1,"I thought the date went  a lot better than I expected it to. The research assistant was very welcoming and kind and my date partner showed the same qualities as well. I usually don't put myself out there as much but I am glad I participated in this study. I am excited to go on another date and meet some new people. ","s","f24617278_f24848147","winter","f24617278","f24848147",5,6.5,6.5,7,5,6.5,6.5,7.5,7.5,5,5.5,5.5,5,5,7,5.5,6,5,5.5,8.5,8.5,6.5,5,6,6,7,0.5,5,5,5.5,6,5.5,5,5.5,7.5,8,7,5,6.5,5,7,1,5,5,5.5,5,7,4,4.5,9,5,5,5,5,4.5,5,1.5,5.5,5,5
1,"",0,6,9,8,8,6,6,7,8,7,8,9,9,8,8,7,7,7,8,5,8,6,9,5,5,8,7,7,5,6,6,5,5,7,7,3,5,4,5,8,10,5,5,5,5,5,5,5,5,4,5,5,5,2,1,4,7,5,5,5,5,6,8,8,8,5,5,6,6,9,9,8,8,7,6,7,7,5,6,5,7,9,8,2,2,7,8,5,6,5,5,5,4,4,4,4,4,1,2,"","","1","",6,6,1,"","s","f24848147_f24617278","winter","f24848147","f24617278",7.5,8,6,7.5,7.5,9,8,7,7.5,6.5,7.5,5,7.5,6,6,5,7,4,4.5,9,5,5,5,5,4.5,5,1.5,5.5,5,5,7,8,5,6,9,8,6.5,7,5.5,6,8.5,2,7.5,5.5,5,5.5,6,5,5.5,8.5,8.5,6.5,5,6,6,7,0.5,5,5,5.5
1,"",0,7,6,5,5,8,8,8,9,10,9,6,7,7,6,6,5,7,7,8,9,8,6,10,10,7,7,5,5,6,7,6,8,9,8,5,7,8,9,7,7,7,7,7,8,7,8,6,8,9,7,7,8,9,8,10,9,7,7,8,8,8,8,7,6,5,5,8,8,7,7,7,7,8,7,5,5,8,9,9,9,5,5,9,8,5,3,5,5,8,8,5,4,4,2,2,2,1,2,"","","1","",6,6,6,"I enjoyed the date with my date partner, and I think she's a very sweet woman. We used the cards to start the questions but then we would talk about other things and then eventually move back to the questions when the conversation felt like it was dying down. I didn't even notice the text and I was surprised when Nathan had told us time was up. Overall, I thought it went well. ","r","f24568816_f24772734","winter","f24568816","f24772734",6.5,5,8,8.5,9.5,6.5,6.5,5.5,7,8.5,7,10,7,5,6.5,7,8.5,6,8.5,7,7,7.5,7.5,7,8,7.5,8.5,9.5,7,8,8,6.5,5,8,7,7,7.5,5,8.5,9,5,8.5,4,5,8,6,5.5,8,6,7.5,7,4.5,5.5,7,5.5,6.5,9.5,4,0.5,5.5
0,"",0,8,7,7,5,7,7,9,9,7,7,8,9,7,5,6,7,7,8,7,7,5,8,7,4,7,7,5,5,5,6,6,6,5,6,8,8,6,6,7,8,7,7,4,5,6,5,7,7,5,6,8,5,9,10,4,4,1,0,5,6,8,6,8,8,8,8,8,9,8,7,8,7,8,8,8,8,8,8,7,8,7,7,10,9,7,7,6,4,8,8,3,1,2,3,2,4,0,2,"","I was not attracted to him. He does not have the qualities I am looking for. More specifically, I think we are in different stages in life.","1","",5,5,4,"My date seems like a really kind and considerate person, and I had a better time than I thought I would. I felt comfortable most of the time because he seems like a good person. From the start, however, he already seemed a little older than suited for me. Consequently, throughout the date, I felt more distant and less connected to him. I could not imagine myself dating this person.","r","f24772734_f24568816","winter","f24772734","f24568816",7.5,6,7,9,7,8.5,6,6.5,7.5,7,6.5,5.5,7,5,5.5,6,5.5,8,6,7.5,7,4.5,5.5,7,5.5,6.5,9.5,4,0.5,5.5,7,8,8,8.5,7.5,7.5,8,8,8,7.5,7,9.5,7,5,8,7,8.5,6,8.5,7,7,7.5,7.5,7,8,7.5,8.5,9.5,7,8
0,"",0,6,5,7,7,5,5,6,6,6,6,6,6,8,6,5,6,7,6,7,7,6,6,6,6,4,7,5,5,6,6,6,6,7,7,7,7,6,6,7,7,7,7,7,6,6,6,6,6,7,7,6,6,6,6,6,6,5,5,6,6,6,5,6,6,5,5,6,6,6,6,7,6,6,6,6,6,6,6,7,7,6,6,6,6,6,6,5,5,6,6,4,4,4,4,4,4,0,2,"","The date went pretty well but I just don't know if we actually click as more than friends.","1","",6,6,6,"The date was pretty good and my date partner and I had a lot in common. He was very nice and kept the conversation flow good. I felt like we'd be good friends, but I don't really see anything past that. It was fun to get to know him though.","r","f24612688_f24529664","winter","f24612688","f24529664",5.5,7,5,6,6,6,7,5.5,6.5,7,6,6,5.5,5,6,6,7,7,6,7,7,6.5,6,6,7,6,6,6,5,6,5.5,6,5,6,6,6.5,6,6,6,7,6,6,6,5,6,6.5,8,4,7.5,8,7.5,7.5,6,7.5,8,6,7,7.5,5,6.5
1,"",0,8,9,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,10,9,8,8,7,7,9,8,7,4,9,9,7,6,8,8,4,4,7,8,8,8,7,8,8,7,6,6,7,8,9,7,6,6,7,7,7,8,5,5,7,6,7,6,8,7,6,7,7,7,7,6,6,7,7,8,7,7,7,8,8,6,6,6,7,8,5,5,5,5,7,6,4,4,5,4,4,4,1,2,"","","1","",6,5,7,"I would say it went pretty well we had good conversation and had a lot of stuff in common. She seemed to have a lot of good qualities and seemed like a good person. I enjoyed the cards that we used and had fun. I think she is a good person.","r","f24529664_f24612688","winter","f24529664","f24612688",8.5,10,10,10,10,9.5,9,9,9,9.5,8,7,8.5,5.5,9,6.5,8,4,7.5,8,7.5,7.5,6,7.5,8,6,7,7.5,5,6.5,6.5,7.5,6.5,7,6.5,6.5,7.5,7,7.5,7,6,7.5,5,5,6.5,6,6.5,7,6,6.5,6,6.5,6,6.5,7,6,6,6,5.5,6
